时间,设备编号,顶板离层速率,锚杆轴力增量,锚索轴力增量,支架阻力,涌水量,微震能量,距水体/岩溶体距离,数据质量,风险等级
2025/12/11 4:41,监测1,0,0,0,0.49,12.47,90.25,78.6,正常,低风险
2025/12/11 4:39,监测1,0,0,0,0.5,11,59.51,78.58,正常,低风险
2025/12/11 4:37,监测1,0,0,0,0.51,13.93,80,78.57,正常,低风险
2025/12/11 4:34,监测1,0,0,0,0.48,8.35,46.19,78.56,正常,低风险
2025/12/11 4:32,监测1,0,0,0,0.49,10.02,49.03,78.55,正常,低风险
2025/12/11 4:30,监测1,0,0,0,0.5,9.71,33.46,78.53,正常,低风险
2025/12/11 4:27,监测1,0,0,0,0.51,11.11,57.15,78.52,正常,低风险
2025/12/11 4:25,监测1,0,0,0,0.5,13.48,87.07,78.51,正常,低风险
2025/12/11 4:23,监测1,0,0,0,0.49,7.62,35.4,78.5,正常,低风险
2025/12/11 4:20,监测1,0,0,0,0.5,6.56,52.33,78.48,正常,低风险
2025/12/11 4:17,监测1,0.18,0.3,0.31,0.51,15.16,150.42,78.47,正常,低风险
2025/12/11 4:15,监测1,0,0,0,0.49,12.91,72.37,78.46,正常,低风险
2025/12/11 4:13,监测1,0.4,0.67,0.68,0.53,16.22,152.02,78.45,正常,低风险
2025/12/11 4:10,监测1,0,0,0,0.48,6.91,49.29,78.43,正常,低风险
2025/12/11 4:08,监测1,0.39,0.65,0.66,0.54,14.14,185.39,78.42,正常,低风险
2025/12/11 4:06,监测1,0,0,0,0.5,12.33,89.65,78.41,正常,低风险
2025/12/11 4:04,监测1,0,0,0,0.5,11.96,88.3,78.4,正常,低风险
2025/12/11 4:01,监测1,0.41,0.68,0.7,0.52,12.18,142.2,78.38,正常,低风险
2025/12/11 3:59,监测1,0,0,0,0.48,7.87,80.93,78.37,正常,低风险
2025/12/11 3:57,监测1,0,0,0,0.5,7.98,63.04,78.36,正常,低风险
2025/12/11 3:54,监测1,0,0,0,0.49,11.55,35.92,78.35,正常,低风险
2025/12/11 3:52,监测1,0,0,0,0.5,6.54,76.93,78.33,正常,低风险
2025/12/11 3:50,监测1,0,0,0,0.49,7.73,52.29,78.32,正常,低风险
2025/12/11 3:48,监测1,0,0,0,0.51,12.73,70.13,78.31,正常,低风险
2025/12/11 3:45,监测1,0,0,0,0.49,8.71,54.09,78.3,正常,低风险
2025/12/11 3:43,监测1,0,0,0,0.5,9.98,60.93,78.28,正常,低风险
2025/12/11 3:41,监测1,0,0,0,0.5,12.69,32.82,78.27,正常,低风险
2025/12/11 3:39,监测1,0,0,0,0.49,11.46,56.19,78.26,正常,低风险
2025/12/11 3:35,监测1,0,0,0,0.51,11.5,89.48,78.25,正常,低风险
2025/12/11 3:33,监测1,0,0,0,0.5,9.79,72.93,78.23,正常,低风险
2025/12/11 3:31,监测1,0,0,0,0.49,12.95,48.19,78.22,正常,低风险
2025/12/11 3:28,监测1,0,0,0,0.51,11.78,72.69,78.21,正常,低风险
2025/12/11 3:26,监测1,0,0,0,0.49,9.22,56.59,78.2,正常,低风险
2025/12/11 3:24,监测1,0,0,0,0.5,8.92,46.47,78.18,正常,低风险
2025/12/11 3:21,监测1,0.33,0.55,0.57,0.53,16.16,185.78,78.17,正常,低风险
2025/12/11 3:19,监测1,0,0,0,0.49,9.1,85.45,78.16,正常,低风险
2025/12/11 3:17,监测1,0,0,0,0.51,13.45,48.82,78.15,正常,低风险
2025/12/11 3:15,监测1,0,0,0,0.51,12.44,41.12,78.13,正常,低风险
2025/12/11 3:12,监测1,0,0,0,0.49,10.34,75.07,78.12,正常,低风险
2025/12/11 3:10,监测1,0,0,0,0.51,10.6,65.66,78.11,正常,低风险
2025/12/11 3:08,监测1,0,0,0,0.51,9.45,41.83,78.1,正常,低风险
2025/12/11 3:05,监测1,0,0,0,0.5,12.28,36.99,78.08,正常,低风险
2025/12/11 3:03,监测1,0,0,0,0.51,12.87,55.1,78.07,正常,低风险
2025/12/11 3:01,监测1,0.22,0.37,0.38,0.53,12.42,166.79,78.06,正常,低风险
2025/12/11 2:59,监测1,0,0,0,0.51,6.62,42.88,78.05,正常,低风险
2025/12/11 2:56,监测1,0,0,0,0.49,7.84,63.22,78.03,正常,低风险
2025/12/11 2:54,监测1,0,0,0,0.52,12.25,85.73,78.02,正常,低风险
2025/12/11 2:52,监测1,0,0,0,0.51,6.68,70.53,78.01,正常,低风险
2025/12/11 2:48,监测1,0,0,0,0.48,6.66,72.44,78,正常,低风险
2025/12/11 2:46,监测1,0,0,0,0.49,12.87,42.61,77.98,正常,低风险
2025/12/11 2:44,监测1,0,0,0,0.52,6.85,90.64,77.97,正常,低风险
2025/12/11 2:42,监测1,0,0,0,0.5,8.53,79.65,77.96,正常,低风险
2025/12/11 2:39,监测1,0,0,0,0.5,11.13,79.96,77.95,正常,低风险
2025/12/11 2:37,监测1,0,0,0,0.48,13.05,63.7,77.93,正常,低风险
2025/12/11 2:35,监测1,0.41,0.68,0.71,0.52,17.14,165.76,77.92,正常,低风险
2025/12/11 2:32,监测1,0,0,0,0.51,8.45,62.35,77.91,正常,低风险
2025/12/11 2:30,监测1,0,0,0,0.51,12.53,65.18,77.9,正常,低风险
2025/12/11 2:28,监测1,0,0,0,0.51,8.79,70.55,77.88,正常,低风险
2025/12/11 2:26,监测1,0,0,0,0.51,7.49,50.23,77.87,正常,低风险
2025/12/11 2:23,监测1,0,0,0,0.49,13,45.99,77.86,正常,低风险
2025/12/11 2:21,监测1,0,0,0,0.52,10.08,65.94,77.85,正常,低风险
2025/12/11 2:19,监测1,0,0,0,0.51,9.75,74.93,77.83,正常,低风险
2025/12/11 2:16,监测1,0,0,0,0.5,7.69,66.08,77.82,正常,低风险
2025/12/11 2:14,监测1,0.39,0.65,0.68,0.52,13.23,151.71,77.81,正常,低风险
2025/12/11 2:12,监测1,0,0,0,0.5,10.12,72.2,77.8,正常,低风险
2025/12/11 2:10,监测1,0,0,0,0.49,8.88,58.95,77.78,正常,低风险
2025/12/11 2:07,监测1,0,0,0,0.52,9.1,37.69,77.77,正常,低风险
2025/12/11 2:05,监测1,0.22,0.37,0.38,0.5,11.51,184.87,77.76,正常,低风险
2025/12/11 2:02,监测1,0,0,0,0.5,6.82,88.95,77.75,正常,低风险
2025/12/11 1:59,监测1,0,0,0,0.51,11.67,90.29,77.73,正常,低风险
2025/12/11 1:57,监测1,0,0,0,0.52,9.44,34.37,77.72,正常,低风险
2025/12/11 1:55,监测1,0.29,0.48,0.5,0.5,13.46,136.29,77.71,正常,低风险
2025/12/11 1:52,监测1,0,0,0,0.51,13.07,39.12,77.7,正常,低风险
2025/12/11 1:50,监测1,0,0,0,0.48,7.48,87.4,77.68,正常,低风险
2025/12/11 1:48,监测1,0,0,0,0.51,7.04,33.07,77.67,正常,低风险
2025/12/11 1:46,监测1,0,0,0,0.51,12.78,36.8,77.66,正常,低风险
2025/12/11 1:43,监测1,0.4,0.67,0.69,0.53,16.47,144.61,77.65,正常,低风险
2025/12/11 1:41,监测1,0,0,0,0.48,13.5,44.29,77.63,正常,低风险
2025/12/11 1:39,监测1,0,0,0,0.52,9.35,89.28,77.62,正常,低风险
2025/12/11 1:37,监测1,0,0,0,0.5,12.26,55.8,77.61,正常,低风险
2025/12/11 1:34,监测1,0,0,0,0.5,12,85.43,77.6,正常,低风险
2025/12/11 1:32,监测1,0,0,0,0.51,7.95,71.7,77.58,正常,低风险
2025/12/11 1:30,监测1,0,0,0,0.52,8.03,49.09,77.57,正常,低风险
2025/12/11 1:27,监测1,0,0,0,0.5,8.75,41.65,77.56,正常,低风险
2025/12/11 1:25,监测1,0,0,0,0.49,8.59,35.91,77.55,正常,低风险
2025/12/11 1:23,监测1,0,0,0,0.52,10.08,48.87,77.53,正常,低风险
2025/12/11 1:21,监测1,0,0,0,0.5,7.67,49.93,77.52,正常,低风险
2025/12/11 1:18,监测1,0,0,0,0.51,9.92,83.86,77.51,正常,低风险
2025/12/11 1:15,监测1,0,0,0,0.49,13.34,85.35,77.5,正常,低风险
2025/12/11 1:13,监测1,0,0,0,0.5,13.96,81.31,77.48,正常,低风险
2025/12/11 1:10,监测1,0,0,0,0.49,12.79,39.57,77.47,正常,低风险
2025/12/11 1:08,监测1,0.31,0.52,0.54,0.53,15.11,198.56,77.46,正常,低风险
2025/12/11 1:06,监测1,0,0,0,0.52,8.96,85.35,77.45,正常,低风险
2025/12/11 1:03,监测1,0.28,0.47,0.48,0.51,11.87,163.6,77.43,正常,低风险
2025/12/11 1:01,监测1,0,0,0,0.48,8.79,32.85,77.42,正常,低风险
2025/12/11 0:59,监测1,0,0,0,0.5,13.69,58.98,77.41,正常,低风险
2025/12/11 0:57,监测1,0,0,0,0.49,13.63,41.81,77.4,正常,低风险
2025/12/11 0:54,监测1,0,0,0,0.48,11.57,67.68,77.38,正常,低风险
2025/12/11 0:52,监测1,0,0,0,0.5,12.44,37,77.37,正常,低风险
2025/12/11 0:50,监测1,0,0,0,0.49,9.54,88.98,77.36,正常,低风险
2025/12/11 0:48,监测1,0,0,0,0.52,12.12,43.51,77.35,正常,低风险
2025/12/11 0:45,监测1,0,0,0,0.5,7.56,46.94,77.33,正常,低风险
2025/12/11 0:43,监测1,0,0,0,0.49,11.44,52.41,77.32,正常,低风险
2025/12/11 0:41,监测1,0.32,0.53,0.55,0.51,16.41,182.48,77.31,正常,低风险
2025/12/11 0:38,监测1,0,0,0,0.51,11.38,63.61,77.3,正常,低风险
2025/12/11 0:36,监测1,0,0,0,0.52,12.57,58.66,77.28,正常,低风险
2025/12/11 0:34,监测1,0,0,0,0.51,9.85,84.7,77.27,正常,低风险
2025/12/11 0:32,监测1,0,0,0,0.52,12.61,52.97,77.26,正常,低风险
2025/12/11 0:28,监测1,0,0,0,0.51,11.18,51.97,77.25,正常,低风险
2025/12/11 0:26,监测1,0,0,0,0.5,7.75,88.1,77.23,正常,低风险
2025/12/11 0:24,监测1,0,0,0,0.49,9.86,84.98,77.22,正常,低风险
2025/12/11 0:21,监测1,0,0,0,0.48,9.83,83.81,77.21,正常,低风险
2025/12/11 0:19,监测1,0,0,0,0.48,10.99,91.95,77.2,正常,低风险
2025/12/11 0:17,监测1,0,0,0,0.5,7,62.95,77.18,正常,低风险
2025/12/11 0:14,监测1,0,0,0,0.5,12.83,53.09,77.17,正常,低风险
2025/12/11 0:12,监测1,0,0,0,0.52,7.23,60.15,77.16,正常,低风险
2025/12/11 0:10,监测1,0,0,0,0.49,11.71,85.08,77.15,正常,低风险
2025/12/11 0:08,监测1,0,0,0,0.49,13.13,71.66,77.13,正常,低风险
2025/12/11 0:04,监测1,0,0,0,0.49,9.57,53.32,77.12,正常,低风险
2025/12/11 0:02,监测1,0,0,0,0.49,11.58,78.57,77.11,正常,低风险
2025/12/11 0:00,监测1,0,0,0,0.48,9.63,92.1,77.1,正常,低风险
2025/12/10 23:57,监测1,0,0,0,0.51,8.29,80.38,77.08,正常,低风险
2025/12/10 23:55,监测1,0,0,0,0.5,7.21,61.09,77.07,正常,低风险
2025/12/10 23:53,监测1,0,0,0,0.49,10.73,77.44,77.06,正常,低风险
2025/12/10 23:51,监测1,0,0,0,0.49,9.39,46.3,77.05,正常,低风险
2025/12/10 23:48,监测1,0,0,0,0.48,9.25,84.49,77.03,正常,低风险
2025/12/10 23:46,监测1,0.45,0.75,0.77,0.52,15.1,137.83,77.02,正常,低风险
2025/12/10 23:44,监测1,0.26,0.43,0.44,0.5,15.11,152.5,77.01,正常,低风险
2025/12/10 23:40,监测1,0,0,0,0.52,8.65,35.83,77,正常,低风险
2025/12/10 23:38,监测1,0,0,0,0.49,7.29,81.58,76.98,正常,低风险
2025/12/10 23:36,监测1,0,0,0,0.51,8.83,38.76,76.97,正常,低风险
2025/12/10 23:34,监测1,0,0,0,0.52,9.91,39.41,76.96,正常,低风险
2025/12/10 23:31,监测1,0.25,0.42,0.43,0.52,11.32,182.39,76.95,正常,低风险
2025/12/10 23:29,监测1,0,0,0,0.51,12.48,40.11,76.93,正常,低风险
2025/12/10 23:27,监测1,0,0,0,0.5,12.76,79.31,76.92,正常,低风险
2025/12/10 23:24,监测1,0,0,0,0.49,10.31,72.98,76.91,正常,低风险
2025/12/10 23:22,监测1,0,0,0,0.52,6.64,63.12,76.9,正常,低风险
2025/12/10 23:20,监测1,0,0,0,0.52,8.24,44.68,76.88,正常,低风险
2025/12/10 23:18,监测1,0,0,0,0.48,7.36,49,76.87,正常,低风险
2025/12/10 23:15,监测1,0,0,0,0.5,10.32,85.71,76.86,正常,低风险
2025/12/10 23:13,监测1,0,0,0,0.48,8.04,81.77,76.85,正常,低风险
2025/12/10 23:11,监测1,0,0,0,0.51,8.96,78.09,76.83,正常,低风险
2025/12/10 23:08,监测1,0,0,0,0.48,11.44,65.57,76.82,正常,低风险
2025/12/10 23:06,监测1,0,0,0,0.48,13.05,33.68,76.81,正常,低风险
2025/12/10 23:04,监测1,0,0,0,0.51,10.46,78.35,76.8,正常,低风险
2025/12/10 23:02,监测1,0,0,0,0.49,12.29,68.5,76.78,正常,低风险
2025/12/10 22:59,监测1,0.3,0.5,0.51,0.51,14.35,133.74,76.77,正常,低风险
2025/12/10 22:56,监测1,0,0,0,0.52,13.46,90.89,76.76,正常,低风险
2025/12/10 22:54,监测1,0,0,0,0.51,6.96,77.08,76.75,正常,低风险
2025/12/10 22:51,监测1,0.32,0.53,0.54,0.52,15.94,175.56,76.73,正常,低风险
2025/12/10 22:49,监测1,0,0,0,0.5,8.01,71.05,76.72,正常,低风险
2025/12/10 22:47,监测1,0,0,0,0.49,13.98,38.39,76.71,正常,低风险
2025/12/10 22:45,监测1,0,0,0,0.48,7.3,61.15,76.7,正常,低风险
2025/12/10 22:42,监测1,0,0,0,0.5,6.95,79.19,76.68,正常,低风险
2025/12/10 22:40,监测1,0,0,0,0.49,11.9,64.11,76.67,正常,低风险
2025/12/10 22:38,监测1,0,0,0,0.52,13.87,72.29,76.66,正常,低风险
2025/12/10 22:35,监测1,0.44,0.73,0.74,0.54,17.06,210.31,76.65,正常,低风险
2025/12/10 22:33,监测1,0,0,0,0.48,11.42,68.27,76.63,正常,低风险
2025/12/10 22:31,监测1,0,0,0,0.5,12.11,53.05,76.62,正常,低风险
2025/12/10 22:29,监测1,0,0,0,0.5,9.04,70.15,76.61,正常,低风险
2025/12/10 22:26,监测1,0,0,0,0.51,9.92,39.3,76.6,正常,低风险
2025/12/10 22:24,监测1,0,0,0,0.49,8.27,50.67,76.58,正常,低风险
2025/12/10 22:22,监测1,0,0,0,0.49,7.22,38.07,76.57,正常,低风险
2025/12/10 22:19,监测1,0.43,0.72,0.72,0.53,16.77,172.69,76.56,正常,低风险
2025/12/10 22:17,监测1,0,0,0,0.51,7.36,79.38,76.55,正常,低风险
2025/12/10 22:15,监测1,0,0,0,0.5,11.54,54.38,76.53,正常,低风险
2025/12/10 22:13,监测1,0,0,0,0.48,11.72,47.21,76.52,正常,低风险
2025/12/10 22:09,监测1,0,0,0,0.5,6.7,52.67,76.51,正常,低风险
2025/12/10 22:07,监测1,0,0,0,0.51,9.87,90.01,76.5,正常,低风险
2025/12/10 22:04,监测1,0,0,0,0.5,10.01,81.39,76.48,正常,低风险
2025/12/10 22:01,监测1,0,0,0,0.5,9.86,77.59,76.47,正常,低风险
2025/12/10 21:59,监测1,0,0,0,0.52,7.75,44.81,76.46,正常,低风险
2025/12/10 21:57,监测1,0.3,0.5,0.5,0.51,13.88,185.76,76.45,正常,低风险
2025/12/10 21:55,监测1,0,0,0,0.5,9.57,49.41,76.43,正常,低风险
2025/12/10 21:52,监测1,0.31,0.52,0.51,0.51,12.3,139.36,76.42,正常,低风险
2025/12/10 21:50,监测1,0,0,0,0.48,8.42,38.6,76.41,正常,低风险
2025/12/10 21:48,监测1,0,0,0,0.51,11.58,69.07,76.4,正常,低风险
2025/12/10 21:45,监测1,0,0,0,0.52,12.13,66.78,76.38,正常,低风险
2025/12/10 21:43,监测1,0,0,0,0.48,10.4,62.44,76.37,正常,低风险
2025/12/10 21:41,监测1,0.26,0.43,0.43,0.53,11.75,179.82,76.36,正常,低风险
2025/12/10 21:39,监测1,0,0,0,0.49,11.87,75.63,76.35,正常,低风险
2025/12/10 21:36,监测1,0,0,0,0.52,8.34,88.17,76.33,正常,低风险
2025/12/10 21:34,监测1,0,0,0,0.51,13.86,84.9,76.32,正常,低风险
2025/12/10 21:32,监测1,0,0,0,0.52,7.24,81.42,76.31,正常,低风险
2025/12/10 21:29,监测1,0,0,0,0.5,13.72,36.99,76.3,正常,低风险
2025/12/10 21:27,监测1,0,0,0,0.52,9.2,38.76,76.28,正常,低风险
2025/12/10 21:25,监测1,0,0,0,0.51,13.87,51.28,76.27,正常,低风险
2025/12/10 21:21,监测1,0,0,0,0.52,12.99,50.9,76.26,正常,低风险
2025/12/10 21:19,监测1,0,0,0,0.52,10.84,91.84,76.25,正常,低风险
2025/12/10 21:17,监测1,0,0,0,0.5,6.66,77.23,76.23,正常,低风险
2025/12/10 21:15,监测1,0,0,0,0.48,7.43,72.32,76.22,正常,低风险
2025/12/10 21:12,监测1,0,0,0,0.49,11.27,78.11,76.21,正常,低风险
2025/12/10 21:10,监测1,0,0,0,0.52,7.8,81.18,76.2,正常,低风险
2025/12/10 21:08,监测1,0,0,0,0.51,6.61,67.93,76.18,正常,低风险
2025/12/10 21:06,监测1,0,0,0,0.49,9.99,62.18,76.17,正常,低风险
2025/12/10 21:03,监测1,0,0,0,0.48,13.21,65.44,76.16,正常,低风险
2025/12/10 21:01,监测1,0,0,0,0.48,8.52,50.72,76.15,正常,低风险
2025/12/10 20:59,监测1,0,0,0,0.51,9.17,66.12,76.13,正常,低风险
2025/12/10 20:56,监测1,0,0,0,0.51,9.34,69.76,76.12,正常,低风险
2025/12/10 20:54,监测1,0,0,0,0.49,12.11,49.86,76.11,正常,低风险
2025/12/10 20:52,监测1,0.35,0.58,0.57,0.53,12.74,187.19,76.1,正常,低风险
2025/12/10 20:50,监测1,0.36,0.6,0.59,0.52,14.39,203.33,76.08,正常,低风险
2025/12/10 20:47,监测1,0,0,0,0.52,7.57,86.57,76.07,正常,低风险
2025/12/10 20:45,监测1,0,0,0,0.49,9.57,61.64,76.06,正常,低风险
2025/12/10 20:43,监测1,0,0,0,0.51,9.11,35.27,76.05,正常,低风险
2025/12/10 20:40,监测1,0,0,0,0.5,8.49,57.35,76.03,正常,低风险
2025/12/10 20:38,监测1,0,0,0,0.51,14.05,75.78,76.02,正常,低风险
2025/12/10 20:35,监测1,0,0,0,0.49,11,57.88,76.01,正常,低风险
2025/12/10 20:33,监测1,0,0,0,0.49,10.93,55.04,76,正常,低风险
2025/12/10 20:30,监测1,0,0,0,0.51,11.94,50.85,75.98,正常,低风险
2025/12/10 20:28,监测1,0,0,0,0.49,6.6,38.1,75.97,正常,低风险
2025/12/10 20:26,监测1,0,0,0,0.49,7.35,39.36,75.96,正常,低风险
2025/12/10 20:23,监测1,0,0,0,0.5,8.52,66.77,75.95,正常,低风险
2025/12/10 20:21,监测1,0,0,0,0.51,13.79,46.26,75.93,正常,低风险
2025/12/10 20:19,监测1,0,0,0,0.49,9.94,67.46,75.92,正常,低风险
2025/12/10 20:17,监测1,0,0,0,0.51,7.74,82.07,75.91,正常,低风险
2025/12/10 20:14,监测1,0,0,0,0.51,12.72,40.96,75.9,正常,低风险
2025/12/10 20:12,监测1,0,0,0,0.49,14.01,44.08,75.88,正常,低风险
2025/12/10 20:10,监测1,0,0,0,0.5,8.48,69.35,75.87,正常,低风险
2025/12/10 20:07,监测1,0,0,0,0.49,12.87,89.29,75.86,正常,低风险
2025/12/10 20:05,监测1,0,0,0,0.49,7.22,89.33,75.85,正常,低风险
2025/12/10 20:03,监测1,0,0,0,0.49,8.14,57.36,75.83,正常,低风险
2025/12/10 20:01,监测1,0,0,0,0.49,10.23,89.17,75.82,正常,低风险
2025/12/10 19:58,监测1,0,0,0,0.5,13.72,71.8,75.81,正常,低风险
2025/12/10 19:56,监测1,0.32,0.53,0.52,0.52,11.8,163.98,75.8,正常,低风险
2025/12/10 19:54,监测1,0,0,0,0.48,6.88,79.5,75.78,正常,低风险
2025/12/10 19:51,监测1,0,0,0,0.52,13.21,84.78,75.77,正常,低风险
2025/12/10 19:48,监测1,0,0,0,0.48,12.88,88.55,75.76,正常,低风险
2025/12/10 19:46,监测1,0,0,0,0.51,6.94,83.81,75.75,正常,低风险
2025/12/10 19:43,监测1,0,0,0,0.52,11.86,52.68,75.73,正常,低风险
2025/12/10 19:41,监测1,0,0,0,0.48,12.32,92.2,75.72,正常,低风险
2025/12/10 19:39,监测1,0,0,0,0.5,7.59,91.41,75.71,正常,低风险
2025/12/10 19:37,监测1,0,0,0,0.49,9.14,37.43,75.7,正常,低风险
2025/12/10 19:34,监测1,0.41,0.68,0.66,0.54,14.07,189.6,75.68,正常,低风险
2025/12/10 19:32,监测1,0.43,0.72,0.69,0.54,12.58,193.74,75.67,正常,低风险
2025/12/10 19:30,监测1,0,0,0,0.5,13.35,35.96,75.66,正常,低风险
2025/12/10 19:27,监测1,0,0,0,0.5,9.64,39.48,75.65,正常,低风险
2025/12/10 19:25,监测1,0,0,0,0.5,9.94,71.34,75.63,正常,低风险
2025/12/10 19:23,监测1,0,0,0,0.51,8.33,69.37,75.62,正常,低风险
2025/12/10 19:21,监测1,0,0,0,0.5,10.91,73,75.61,正常,低风险
2025/12/10 19:18,监测1,0,0,0,0.5,7.26,77.35,75.6,正常,低风险
2025/12/10 19:16,监测1,0,0,0,0.51,13.04,70.3,75.58,正常,低风险
2025/12/10 19:14,监测1,0,0,0,0.49,9.17,32.86,75.57,正常,低风险
2025/12/10 19:12,监测1,0,0,0,0.49,11.64,73.28,75.56,正常,低风险
2025/12/10 19:09,监测1,0,0,0,0.49,11.01,89.24,75.55,正常,低风险
2025/12/10 19:07,监测1,0,0,0,0.5,9.54,70.28,75.53,正常,低风险
2025/12/10 19:05,监测1,0,0,0,0.48,9.04,64.22,75.52,正常,低风险
2025/12/10 19:01,监测1,0,0,0,0.51,8.59,74.79,75.51,正常,低风险
2025/12/10 18:59,监测1,0,0,0,0.49,9.9,92.21,75.5,正常,低风险
2025/12/10 18:57,监测1,0,0,0,0.48,7.32,80.92,75.48,正常,低风险
2025/12/10 18:54,监测1,0,0,0,0.51,9.2,71.6,75.47,正常,低风险
2025/12/10 18:51,监测1,0,0,0,0.5,11.01,72.88,75.46,正常,低风险
2025/12/10 18:49,监测1,0,0,0,0.49,12.91,71.6,75.45,正常,低风险
2025/12/10 18:46,监测1,0.44,0.73,0.7,0.53,14.98,136.45,75.43,正常,低风险
2025/12/10 18:44,监测1,0,0,0,0.51,11.63,83.57,75.42,正常,低风险
2025/12/10 18:42,监测1,0,0,0,0.52,9.05,76.74,75.41,正常,低风险
2025/12/10 18:40,监测1,0,0,0,0.49,10.99,34.3,75.4,正常,低风险
2025/12/10 18:37,监测1,0.29,0.48,0.46,0.53,11.84,145.86,75.38,正常,低风险
2025/12/10 18:35,监测1,0,0,0,0.5,7.56,85.68,75.37,正常,低风险
2025/12/10 18:33,监测1,0.3,0.5,0.48,0.53,13.2,152.32,75.36,正常,低风险
2025/12/10 18:30,监测1,0,0,0,0.52,9.66,65.77,75.35,正常,低风险
2025/12/10 18:28,监测1,0,0,0,0.5,9.08,76.56,75.33,正常,低风险
2025/12/10 18:26,监测1,0,0,0,0.52,13.16,64.86,75.32,正常,低风险
2025/12/10 18:24,监测1,0.43,0.72,0.69,0.52,15.28,143.81,75.31,正常,低风险
2025/12/10 18:21,监测1,0,0,0,0.5,6.8,52.59,75.3,正常,低风险
2025/12/10 18:19,监测1,0,0,0,0.52,12.31,91.23,75.28,正常,低风险
2025/12/10 18:16,监测1,0,0,0,0.49,13.29,36.35,75.27,正常,低风险
2025/12/10 18:13,监测1,0,0,0,0.5,9.94,46.98,75.26,正常,低风险
2025/12/10 18:11,监测1,0,0,0,0.49,7.06,76.15,75.25,正常,低风险
2025/12/10 18:09,监测1,0,0,0,0.5,7.81,86.56,75.23,正常,低风险
2025/12/10 18:07,监测1,0,0,0,0.52,11.58,44.71,75.22,正常,低风险
2025/12/10 18:04,监测1,0.44,0.73,0.7,0.54,16.84,187.7,75.21,正常,低风险
2025/12/10 18:02,监测1,0,0,0,0.5,6.99,38.86,75.2,正常,低风险
2025/12/10 18:00,监测1,0,0,0,0.49,12.3,40.87,75.18,正常,低风险
2025/12/10 17:57,监测1,0,0,0,0.52,7.02,90.63,75.17,正常,低风险
2025/12/10 17:55,监测1,0,0,0,0.49,6.9,42.97,75.16,正常,低风险
2025/12/10 17:53,监测1,0.32,0.53,0.51,0.52,14.52,131.94,75.15,正常,低风险
2025/12/10 17:51,监测1,0,0,0,0.51,10.24,50.97,75.13,正常,低风险
2025/12/10 17:48,监测1,0,0,0,0.5,6.62,47.98,75.12,正常,低风险
2025/12/10 17:46,监测1,0,0,0,0.5,7.85,61.25,75.11,正常,低风险
2025/12/10 17:44,监测1,0,0,0,0.51,7.62,49.56,75.1,正常,低风险
2025/12/10 17:41,监测1,0,0,0,0.49,7.03,55.28,75.08,正常,低风险
2025/12/10 17:39,监测1,0,0,0,0.5,13.14,49.08,75.07,正常,低风险
2025/12/10 17:37,监测1,0,0,0,0.51,7.19,73.81,75.06,正常,低风险
2025/12/10 17:35,监测1,0,0,0,0.49,10.8,55.81,75.05,正常,低风险
2025/12/10 17:32,监测1,0,0,0,0.51,7.01,38.64,75.03,正常,低风险
2025/12/10 17:29,监测1,0,0,0,0.52,7.72,33.54,75.02,正常,低风险
2025/12/10 17:27,监测1,0,0,0,0.49,9.18,60.48,75.01,正常,低风险
2025/12/10 17:24,监测1,0,0,0,0.52,13.38,67.38,74.99,正常,低风险
2025/12/10 17:22,监测1,0,0,0,0.51,13.67,65.6,74.98,正常,低风险
2025/12/10 17:20,监测1,0,0,0,0.52,12.03,63.52,74.97,正常,低风险
2025/12/10 17:18,监测1,0,0,0,0.51,12.69,74.67,74.96,正常,低风险
2025/12/10 17:15,监测1,0,0,0,0.48,7.42,34.57,74.94,正常,低风险
2025/12/10 17:13,监测1,0,0,0,0.51,12.28,66.49,74.93,正常,低风险
2025/12/10 17:11,监测1,0,0,0,0.49,9.91,75.88,74.92,正常,低风险
2025/12/10 17:08,监测1,0,0,0,0.51,12.55,52.13,74.91,正常,低风险
2025/12/10 17:06,监测1,0,0,0,0.5,12.34,67.05,74.89,正常,低风险
2025/12/10 17:04,监测1,0,0,0,0.51,13.99,42.47,74.88,正常,低风险
2025/12/10 17:02,监测1,0,0,0,0.49,10.86,83.52,74.87,正常,低风险
2025/12/10 16:59,监测1,0,0,0,0.52,8,78.47,74.86,正常,低风险
2025/12/10 16:57,监测1,0,0,0,0.5,12.84,84.3,74.84,正常,低风险
2025/12/10 16:55,监测1,0,0,0,0.49,12.18,85.4,74.83,正常,低风险
2025/12/10 16:52,监测1,0,0,0,0.48,11.51,48.33,74.82,正常,低风险
2025/12/10 16:50,监测1,0,0,0,0.48,12.11,79.83,74.81,正常,低风险
2025/12/10 16:48,监测1,0,0,0,0.48,8.69,72.75,74.79,正常,低风险
2025/12/10 16:46,监测1,0,0,0,0.5,8.73,33.52,74.78,正常,低风险
2025/12/10 16:42,监测1,0.38,0.63,0.62,0.54,12.54,142.25,74.77,正常,低风险
2025/12/10 16:40,监测1,0,0,0,0.49,10.25,38.48,74.76,正常,低风险
2025/12/10 16:38,监测1,0.36,0.6,0.58,0.52,16.42,191.15,74.74,正常,低风险
2025/12/10 16:35,监测1,0,0,0,0.49,9.07,41.62,74.73,正常,低风险
2025/12/10 16:33,监测1,0,0,0,0.52,12.31,43.44,74.72,正常,低风险
